Time,Rain,forecast
1944-01-01,6.4,20.512099061001337
1944-02-01,26.6,16.982292517364296
1944-03-01,61.6,35.80966577031592
1944-04-01,61.6,102.44167773238028
1944-05-01,212.7,258.57527724163106
1944-06-01,498.9,704.1155474384009
1944-07-01,614.1,759.5463613941569
1944-08-01,230.7,418.3941719994831
1944-09-01,155.0,242.9102281012961
1944-10-01,289.0,331.43622617629427
1944-11-01,244.1,176.12469365750897
1944-12-01,89.2,46.69728348636137
1945-01-01,4.4,11.757153282154512
1945-02-01,9.9,4.625603621724057
1945-03-01,12.7,35.16885856690716
1945-04-01,104.1,90.83433115961483
1945-05-01,53.4,265.8443037473161
1945-06-01,549.8,689.3685118815035
1945-07-01,704.0,723.662734401812
1945-08-01,351.8,409.16457553912346
1945-09-01,110.9,245.3605660785828
1945-10-01,253.8,299.8875652669467
1945-11-01,259.5,173.3603717100412
1945-12-01,18.0,50.000396344445505
1946-01-01,1.8,7.414758163964114
1946-02-01,5.4,4.672765261052551
1946-03-01,108.4,39.51526099586748
1946-04-01,139.8,102.79057474048096
1946-05-01,83.0,212.56165755133134
1946-06-01,919.0,653.192586400308
1946-07-01,671.7,749.9142602304254
1946-08-01,695.6,405.57434176589
1946-09-01,199.4,220.5959578910926
1946-10-01,266.1,317.05291230759565
1946-11-01,273.0,181.76075339853207
1946-12-01,202.3,43.36798661259727
1947-01-01,22.2,25.090269056758814
1947-02-01,27.3,17.865290367948262
1947-03-01,98.0,44.959587569176364
1947-04-01,142.2,116.68249889687509
1947-05-01,85.7,211.3637695559379
1947-06-01,556.1,680.236140836372
1947-07-01,669.3,737.9439275810022
1947-08-01,739.6,459.8673136760388
1947-09-01,394.5,237.6415881402916
1947-10-01,183.7,296.58101651993263
1947-11-01,32.4,173.8074143847072
1947-12-01,47.0,46.344566650701864
1948-01-01,43.0,21.853888346849292
1948-02-01,8.3,19.106763637200608
1948-03-01,48.2,48.867374125878776
1948-04-01,125.0,117.25044053780078
1948-05-01,212.3,207.858057464916
1948-06-01,910.2,668.822823377049
1948-07-01,619.0,715.1418739900926
1948-08-01,487.9,480.71463674923245
1948-09-01,166.6,244.6637228044233
1948-10-01,183.9,292.06791102678085
1948-11-01,215.6,179.72413876108345
1948-12-01,19.2,51.9940200549557
1949-01-01,0.6,22.3787229739879
1949-02-01,1.8,15.970419870614382
1949-03-01,4.5,41.27576212594231
1949-04-01,98.1,114.22212061552975
1949-05-01,440.0,201.13635539117408
1949-06-01,536.3,701.1386711751185
1949-07-01,758.7,730.7257978081723
1949-08-01,445.2,476.51546242583623
1949-09-01,354.5,236.26451167189197
1949-10-01,229.1,287.2745088366416
1949-11-01,71.9,165.71993590831755
1949-12-01,1.8,44.605043787871416
1950-01-01,0.1,25.319668135539377
1950-02-01,53.7,15.699239472755927
1950-03-01,31.1,38.03639652491969
1950-04-01,68.5,108.92351524187323
1950-05-01,242.0,265.3801937889094
1950-06-01,638.3,691.6791443806846
1950-07-01,905.7,727.821922959065
1950-08-01,387.3,459.9521280314163
1950-09-01,411.6,253.38730829790703
1950-10-01,250.4,285.74831969676865
1950-11-01,149.2,167.49569356971685
1950-12-01,8.8,32.14725057456536
1951-01-01,6.6,13.022895454922947
1951-02-01,6.5,24.015651812641014
1951-03-01,41.6,38.859664658791104
1951-04-01,175.9,107.40513780453816
1951-05-01,148.5,256.23616559285625
1951-06-01,774.1,667.786745768995
1951-07-01,544.6,754.1645450792602
1951-08-01,190.6,428.906778802134
1951-09-01,313.8,245.41685870410785
1951-10-01,250.6,304.34288772399157
1951-11-01,229.6,170.05591508933432
1951-12-01,23.2,30.41147487685241
1952-01-01,5.2,13.378697537792066
1952-02-01,48.2,13.52767897220108
1952-03-01,20.8,22.419158882090247
1952-04-01,112.2,106.75001523597882
1952-05-01,214.6,252.26848627513235
1952-06-01,576.7,685.5647380441108
1952-07-01,430.0,742.5283922559183
1952-08-01,413.6,383.1878495613058
1952-09-01,57.4,255.82023438912574
1952-10-01,339.6,308.5752954350052
1952-11-01,49.6,177.6440931081741
1952-12-01,66.9,28.143272002460947
1953-01-01,13.1,8.953477589944558
1953-02-01,22.6,10.66163260705752
1953-03-01,18.5,27.181456636934264
1953-04-01,132.4,104.67616344835112
1953-05-01,55.4,235.4351249859316
1953-06-01,340.5,675.4016024310314
1953-07-01,1027.6,698.2818728973484
1953-08-01,356.4,417.36720489684205
1953-09-01,100.5,224.67690529802763
1953-10-01,410.5,290.8874681377606
1953-11-01,62.2,179.19643332460484
1953-12-01,5.1,55.02169894512208
1954-01-01,23.5,-2.0481774196865903
1954-02-01,2.8,19.829210363582916
1954-03-01,90.6,45.05194534926084
1954-04-01,136.9,107.55677548137362
1954-05-01,179.5,207.7873251374238
1954-06-01,798.3,631.5100012019478
1954-07-01,640.5,742.1947946476039
1954-08-01,467.0,407.63148745133435
1954-09-01,201.6,204.8887651911382
1954-10-01,303.1,323.8784058137985
1954-11-01,31.6,164.77030019680655
1954-12-01,62.5,37.34203829138652
1955-01-01,4.2,23.851918143778096
1955-02-01,6.3,20.863245747805685
1955-03-01,28.2,40.85361379213861
1955-04-01,125.9,115.29156748596523
1955-05-01,544.2,210.32705376687383
1955-06-01,782.4,696.1913566335841
1955-07-01,392.8,722.0142065087649
1955-08-01,236.0,411.9045883797353
1955-09-01,438.5,196.91890444515448
1955-10-01,378.2,339.5837068136415
1955-11-01,178.1,173.55818359912598
1955-12-01,19.8,43.74447248728433
1956-01-01,7.9,23.742182051028287
1956-02-01,11.7,14.573330988558657
1956-03-01,15.1,31.8121764327349
1956-04-01,151.6,112.97135229524122
1956-05-01,351.3,262.01316419183905
1956-06-01,755.4,678.2770412761668
1956-07-01,466.8,703.9851845665293
1956-08-01,319.5,421.94654652652184
1956-09-01,178.4,238.58294739501355
1956-10-01,353.3,323.3398250581286
1956-11-01,178.2,164.22771476362132
1956-12-01,9.1,45.5027685747515
1957-01-01,1.2,16.49163665812366
1957-02-01,16.0,11.019980685851475
1957-03-01,25.7,34.161199661424234
1957-04-01,70.2,108.85097653813708
1957-05-01,381.2,254.63097017433483
1957-06-01,872.0,713.50814880474
1957-07-01,835.3,705.361023630163
1957-08-01,358.8,418.25873476128726
1957-09-01,41.3,226.44533911977305
1957-10-01,280.1,304.76120174485766
1957-11-01,192.5,188.91665836417184
1957-12-01,28.9,53.64669969508516
1958-01-01,4.4,18.469024590937778
1958-02-01,19.3,15.105072996933442
1958-03-01,57.3,41.395818207083266
1958-04-01,135.1,106.56855695904466
1958-05-01,353.5,263.7213929344818
1958-06-01,713.3,718.5384028268587
1958-07-01,622.7,710.2077809453401
1958-08-01,526.6,413.7618433905199
1958-09-01,86.1,233.02639654628953
1958-10-01,191.0,296.9016543110952
1958-11-01,206.1,181.8011605229544
1958-12-01,7.7,50.79811634529736
1959-01-01,3.0,19.352041875463645
1959-02-01,21.4,11.973395425814996
1959-03-01,6.3,39.1186254826095
1959-04-01,150.7,107.21746604015961
1959-05-01,347.2,259.3597867598968
1959-06-01,872.8,705.8692284366543
1959-07-01,1155.7,713.1940093898196
1959-08-01,397.3,443.9472532560118
1959-09-01,405.5,203.6452590158571
1959-10-01,200.4,275.22093044921405
1959-11-01,151.9,192.2596029065391
1959-12-01,34.0,46.731796694500616
1960-01-01,9.4,23.89759755387524
1960-02-01,8.4,33.89512738720903
1960-03-01,44.4,45.93340005278578
1960-04-01,206.6,118.76485915016598
1960-05-01,540.0,247.27625161816943
1960-06-01,480.3,698.9830468007203
1960-07-01,750.9,769.4579593556748
1960-08-01,336.8,421.7297040808827
1960-09-01,371.2,244.0652458046647
1960-10-01,255.9,285.3137448442019
1960-11-01,358.0,183.87314303515416
1960-12-01,23.7,45.58264352174518
1961-01-01,13.7,17.298770337732133
1961-02-01,31.3,7.5124124486972566
1961-03-01,11.4,40.75420282560315
1961-04-01,94.1,123.29457691309861
1961-05-01,500.5,259.1940595053738
1961-06-01,1005.2,686.9539289372431
1961-07-01,1146.5,763.6639994635455
1961-08-01,678.3,431.55048663435184
1961-09-01,399.3,232.44332768976332
1961-10-01,274.2,272.6160816896444
1961-11-01,85.9,184.8005663081556
1961-12-01,17.5,53.16526335285781
1962-01-01,28.4,35.279941423318476
1962-02-01,54.7,41.7180157578987
1962-03-01,39.6,52.198120920127884
1962-04-01,95.1,124.39634019939834
1962-05-01,472.4,271.86104260888
1962-06-01,244.9,684.2037003406284
1962-07-01,951.1,776.8436541237286
1962-08-01,510.7,442.32688918858474
1962-09-01,394.9,285.8608440119158
1962-10-01,475.6,287.9106445056097
1962-11-01,31.5,168.9042448834096
1962-12-01,76.9,39.40872308149855
1963-01-01,30.2,12.794136777132884
1963-02-01,24.8,21.014900723051923
1963-03-01,69.8,46.25360159479133
1963-04-01,96.3,117.24100543855721
1963-05-01,157.1,269.3440280423275
1963-06-01,393.3,652.7949841590846
1963-07-01,720.2,761.0729591251519
1963-08-01,511.0,457.8790198945604
1963-09-01,223.9,273.49406756215734
1963-10-01,282.6,308.4490099384551
1963-11-01,93.4,145.6364482738989
1963-12-01,48.4,45.567201797557814
1964-01-01,1.1,11.868334218024472
1964-02-01,7.8,12.187190388496415
1964-03-01,67.2,40.285768873903564
1964-04-01,83.3,108.1241412351586
1964-05-01,94.8,250.46648278480637
1964-06-01,379.4,629.0495902298294
1964-07-01,754.2,733.7500974050782
1964-08-01,548.0,443.68597404171476
1964-09-01,398.2,257.5537073451446
1964-10-01,325.7,310.4620032192236
1964-11-01,191.7,143.54174949375218
1964-12-01,17.8,40.39557618294259
1965-01-01,9.1,9.037996528345936
1965-02-01,0.9,12.421915289243751
1965-03-01,28.3,49.34386738021095
1965-04-01,109.8,114.9861777068063
1965-05-01,214.5,220.6609111964878
1965-06-01,597.7,625.3025659342237
1965-07-01,465.1,699.1090719709833
1965-08-01,296.1,442.405925673972
1965-09-01,150.1,237.61774660419292
1965-10-01,183.7,317.30583286396916
1965-11-01,131.7,157.8769785602885
1965-12-01,155.5,39.71593492523376
1966-01-01,3.0,16.18220896192513
1966-02-01,6.9,5.981467898933268
1966-03-01,67.7,24.200497603399047
1966-04-01,167.4,102.79643087052511
1966-05-01,95.2,213.05007667038532
1966-06-01,496.2,649.9663389008851
1966-07-01,601.9,699.289816429065
1966-08-01,202.1,420.8106841036711
1966-09-01,293.2,227.3916296035826
1966-10-01,392.3,296.65938525692223
1966-11-01,245.4,164.6637453205063
1966-12-01,50.5,46.34568329753749
1967-01-01,14.3,-1.3618984972455275
1967-02-01,0.1,5.8644483266427425
1967-03-01,24.6,40.407212232916365
1967-04-01,70.1,118.1482918264243
1967-05-01,244.9,221.578078539684
1967-06-01,541.7,652.4194473843002
1967-07-01,741.4,657.0422444534638
1967-08-01,508.4,389.1446118348222
1967-09-01,145.8,222.1325280002252
1967-10-01,172.7,288.164136299558
1967-11-01,74.0,178.37593528407393
1967-12-01,31.1,51.88776027193335
1968-01-01,7.3,17.407063353427084
1968-02-01,30.5,13.004821085782849
1968-03-01,89.2,38.81779217514231
1968-04-01,133.3,114.20151752838223
1968-05-01,90.0,229.08443800663352
1968-06-01,696.4,694.5613196973361
1968-07-01,1308.9,721.0599285445483
1968-08-01,380.7,428.5220980303815
1968-09-01,325.4,217.5328295174719
1968-10-01,178.9,261.2460353597587
1968-11-01,119.4,172.85999436891126
1968-12-01,32.7,47.83351088950957
1969-01-01,2.7,13.235388203359362
1969-02-01,6.4,30.58875891453378
1969-03-01,19.4,55.48557190002061
1969-04-01,117.2,120.90862009485843
1969-05-01,227.4,253.71690125756706
1969-06-01,550.5,666.4936781879442
1969-07-01,818.8,760.8131768699589
1969-08-01,284.8,405.8196325742865
1969-09-01,216.4,235.20782756639858
1969-10-01,235.6,280.2904916368633
1969-11-01,119.4,171.6570512187721
1969-12-01,66.3,41.17552822067767
1970-01-01,12.9,10.418743313030777
1970-02-01,17.6,15.403645492998661
1970-03-01,25.8,35.43207394295905
1970-04-01,132.7,112.34680044450344
1970-05-01,289.1,253.3889447351894
1970-06-01,535.3,701.405138800491
1970-07-01,558.1,784.2205099622506
1970-08-01,554.8,415.6392892283554
1970-09-01,212.5,244.85586495146552
1970-10-01,278.3,281.7388761472048
1970-11-01,80.5,148.6723078305093
1970-12-01,5.7,36.83871355057238
1971-01-01,31.6,13.83047312321069
1971-02-01,18.5,12.198863628980881
1971-03-01,20.0,34.01145885255479
1971-04-01,113.0,117.03113034637249
1971-05-01,317.5,270.95608646746064
1971-06-01,889.6,655.4835704454168
1971-07-01,648.6,763.3540755059452
1971-08-01,385.2,434.41056639912654
1971-09-01,331.2,240.90731420484056
1971-10-01,220.9,305.2635048737614
1971-11-01,38.3,157.83668628338825
1971-12-01,62.3,29.134710371442168
1972-01-01,2.6,26.780757735803586
1972-02-01,7.5,26.61208326224254
1972-03-01,2.5,27.49839574849657
1972-04-01,87.5,114.62234645962941
1972-05-01,436.0,277.97430726013465
1972-06-01,401.8,693.319678126189
1972-07-01,714.4,715.870101390275
1972-08-01,294.9,429.3075813817231
1972-09-01,185.7,249.58731015023545
1972-10-01,351.5,281.7213068875046
1972-11-01,140.5,145.9137673564341
1972-12-01,114.3,46.67611541088403
1973-01-01,0.0,8.05236042350885
1973-02-01,0.3,7.891935695336547
1973-03-01,12.3,31.175344355760274
1973-04-01,131.5,111.15916281239441
1973-05-01,119.9,284.2236346328002
1973-06-01,617.0,649.7333322421172
1973-07-01,583.5,719.5667225815181
1973-08-01,487.5,424.42642723734133
1973-09-01,61.3,254.87521342885634
1973-10-01,260.8,307.32701594142185
1973-11-01,84.5,159.02284988801836
1973-12-01,53.8,47.07217921016378
1974-01-01,1.6,10.357734169505074
1974-02-01,5.4,9.138006987206008
1974-03-01,16.0,27.39680289996636
1974-04-01,128.0,108.94752151908618
1974-05-01,221.5,267.5605494769351
1974-06-01,266.9,649.1284441999072
1974-07-01,1004.2,682.6938550885893
1974-08-01,533.6,445.05580706259167
1974-09-01,383.6,228.9891706971698
1974-10-01,142.1,277.6169221810183
1974-11-01,61.0,140.16419416022637
1974-12-01,3.6,52.59914488164578
1975-01-01,5.2,11.682761062952096
1975-02-01,21.4,16.338424082812796
1975-03-01,63.4,47.446975419332716
1975-04-01,123.8,123.77479439610576
1975-05-01,162.2,244.95523712060628
1975-06-01,864.4,615.6651757105321
1975-07-01,531.3,763.0887058408865
1975-08-01,675.9,425.38287941142784
1975-09-01,457.7,250.02985461229824
1975-10-01,368.9,300.4118004087362
1975-11-01,204.3,152.5984862822895
1975-12-01,19.9,32.313877964270425
1976-01-01,0.1,17.930402224099744
1976-02-01,1.5,20.096175035250848
1976-03-01,21.0,40.037300479520795
1976-04-01,134.5,126.12710960926803
1976-05-01,75.8,252.3734490045111
1976-06-01,196.8,642.0064449726598
1976-07-01,641.5,723.6673073240449
1976-08-01,342.6,460.7065577326314
1976-09-01,116.2,270.25418094601037
1976-10-01,221.3,283.27694162902384
1976-11-01,286.7,157.72208285981856
1976-12-01,30.8,43.72689363538141
1977-01-01,1.1,-4.999960845769464
1977-02-01,15.7,-5.45606989265076
1977-03-01,28.3,39.25864422190935
1977-04-01,102.3,116.602841565177
1977-05-01,306.4,215.09596635293468
1977-06-01,599.6,619.7515781005791
1977-07-01,753.3,746.2247934624589
1977-08-01,234.2,441.1138682424712
1977-09-01,201.3,247.82715305513108
1977-10-01,437.0,288.6491263632404
1977-11-01,361.7,186.81134022961567
1977-12-01,6.7,38.68778113709405
1978-01-01,3.3,2.3851378032092594
1978-02-01,14.7,10.578865380283045
1978-03-01,31.4,42.166971254935454
1978-04-01,73.9,112.39807084708846
1978-05-01,396.8,242.02449523112588
1978-06-01,758.1,651.6917635736322
1978-07-01,686.7,747.7426561566679
1978-08-01,516.8,396.22845953847866
1978-09-01,119.4,246.57437913824234
1978-10-01,171.0,299.41487509710737
1978-11-01,365.6,183.79356411556395
1978-12-01,39.0,49.370830113445805
1979-01-01,2.4,21.744960073951496
1979-02-01,30.0,8.712816048205969
1979-03-01,11.7,40.40898821728993
1979-04-01,42.0,114.62648478815117
1979-05-01,127.7,264.9775957287852
1979-06-01,582.9,643.0304831220393
1979-07-01,662.2,740.8576333852449
1979-08-01,383.7,419.4936408657063
1979-09-01,211.7,226.8639370914803
1979-10-01,163.8,293.311217835814
1979-11-01,261.7,193.66146331979454
1979-12-01,23.3,37.80596219418867
1980-01-01,0.0,10.473211902326028
1980-02-01,0.9,10.544976269090963
1980-03-01,20.8,32.64988190993303
1980-04-01,114.8,107.05176592701702
1980-05-01,105.3,247.77146920117696
1980-06-01,745.9,666.3953927088553
1980-07-01,754.0,728.7152659071007
1980-08-01,438.1,414.63118920892566
1980-09-01,139.5,216.90531246193598
1980-10-01,282.3,268.5373849077963
1980-11-01,162.3,184.41609151841004
1980-12-01,39.5,43.36746255867435
1981-01-01,7.0,8.620149764235547
1981-02-01,6.8,17.680219266045867
1981-03-01,28.5,35.56659684769372
1981-04-01,75.9,107.0850814978863
1981-05-01,166.3,252.98763360195028
1981-06-01,912.4,641.091477590372
1981-07-01,489.8,763.0405351033089
1981-08-01,495.6,408.130690943235
1981-09-01,376.6,222.15637334707677
1981-10-01,265.0,288.12004751744604
1981-11-01,138.6,160.33741603822511
1981-12-01,43.3,32.86148117146061
1982-01-01,0.7,19.36638370112827
1982-02-01,0.1,20.589820014219143
1982-03-01,21.9,30.80513920021149
1982-04-01,60.4,115.42174656649902
1982-05-01,148.2,238.34378713938048
1982-06-01,612.2,705.1824493845094
1982-07-01,511.5,705.6652055838031
1982-08-01,495.0,442.9188821488433
1982-09-01,70.6,252.2229882383084
1982-10-01,164.4,283.41134389214494
1982-11-01,127.5,139.92609444380508
1982-12-01,10.8,46.82346110231908
1983-01-01,0.2,9.97476397436612
1983-02-01,1.5,2.4560808281446667
1983-03-01,0.9,28.773744078958416
1983-04-01,13.1,107.60008146816972
1983-05-01,76.0,219.02217008288812
1983-06-01,322.8,624.687052435199
1983-07-01,583.2,717.6412498304694
1983-08-01,579.9,438.17269223812025
1983-09-01,421.1,246.56389314981902
1983-10-01,136.2,262.64560922618017
1983-11-01,116.5,117.16983630562632
1983-12-01,69.1,30.606504102467984
1984-01-01,36.8,10.841139726091043
1984-02-01,60.0,5.0767520259367345
1984-03-01,95.3,31.398459079434645
1984-04-01,162.1,113.47095310437525
1984-05-01,84.6,230.50706932113246
1984-06-01,842.6,626.3588876037317
1984-07-01,653.6,708.8491264615145
1984-08-01,284.4,453.9967342780421
1984-09-01,171.1,257.3354518416727
1984-10-01,286.0,285.5399479219627
1984-11-01,67.7,154.2305744642752
1984-12-01,18.0,42.029157974732996
1985-01-01,61.2,10.018618100793812
1985-02-01,6.1,23.934813824931823
1985-03-01,29.3,35.28735987478806
1985-04-01,66.6,105.28868891213907
1985-05-01,254.2,225.29414004711845
1985-06-01,828.7,621.2209799176779
1985-07-01,388.9,716.4318935758679
1985-08-01,315.3,421.8405979074963
1985-09-01,117.6,236.3951087768283
1985-10-01,204.0,281.90708135328833
1985-11-01,74.9,147.89521426771273
1985-12-01,44.0,39.00183236884215
1986-01-01,5.6,22.04842813687953
1986-02-01,18.7,16.33261428034972
1986-03-01,11.2,26.071288144137704
1986-04-01,63.1,104.32585117411278
1986-05-01,126.7,233.76050268049354
1986-06-01,597.9,634.9815429600169
1986-07-01,324.8,703.4371384381627
1986-08-01,340.3,399.8982913136639
1986-09-01,235.4,237.20551638547084
1986-10-01,165.5,291.0713725341238
1986-11-01,194.7,143.36920688196776
1986-12-01,9.5,31.456914221243892
1987-01-01,0.6,13.062182224594064
1987-02-01,0.8,4.692583030063654
1987-03-01,4.3,24.13843833487197
1987-04-01,57.2,111.12076663012186
1987-05-01,108.3,240.27506273074079
1987-06-01,572.6,638.2813758248896
1987-07-01,221.0,694.8065580005207
1987-08-01,396.6,405.4450668143656
1987-09-01,157.0,230.36627816433042
1987-10-01,272.1,282.44945059893996
1987-11-01,216.0,156.77388968495515
1987-12-01,131.1,30.702492825152127
1988-01-01,0.8,7.336706817566964
1988-02-01,17.5,0.21565133415892979
1988-03-01,38.1,17.64603524143731
1988-04-01,177.6,107.65242104512909
1988-05-01,157.2,234.52581741787964
1988-06-01,511.3,639.7830127155195
1988-07-01,502.8,660.5914003490641
1988-08-01,379.8,411.7946961165165
1988-09-01,451.7,241.95315167210208
1988-10-01,68.5,285.392302903889
1988-11-01,67.0,168.0242284526015
1988-12-01,31.1,37.723417445943966
1989-01-01,10.3,14.384761209354796
1989-02-01,0.0,12.120067246174504
1989-03-01,30.1,22.984279928382144
1989-04-01,141.5,117.82214219740568
1989-05-01,169.4,236.5149744630162
1989-06-01,657.5,614.2363548861871
1989-07-01,450.7,675.985061716955
1989-08-01,285.5,414.6241534412677
1989-09-01,271.1,234.32327353690636
1989-10-01,308.0,272.4634527303075
1989-11-01,92.9,171.74356775678018
1989-12-01,5.6,34.98419018821762
1990-01-01,14.9,3.1279326103234357
1990-02-01,4.8,12.669638368550697
1990-03-01,18.0,23.745872401733124
1990-04-01,41.8,108.3162149797883
1990-05-01,488.5,230.64615487905115
1990-06-01,528.6,623.480384838161
1990-07-01,635.4,676.6526505562648
1990-08-01,370.8,413.45640672568305
1990-09-01,103.3,274.8632230385627
1990-10-01,323.2,272.8798838088473
1990-11-01,158.8,164.4954707846568
1990-12-01,5.2,49.61187197583034
1991-01-01,10.9,9.46909374869561
1991-02-01,4.4,8.945191615593162
1991-03-01,33.2,35.864725674332455
